section	study_id	study_url	link	TPA	IAA	dev set	CC_related	label	sublabel	additional label	additional sulabel	tag1	tag2	other tags (; separated)	explanation																		
aquatic_evaluation	MGYS00003638	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003638#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003638#overview	1	0	0	no								"Studies marine microbial community from La Parguera, Puerto Rico"																		
aquatic_evaluation	MGYS00003639	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003639#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003639#overview	1	0	0	no								Studies estuarine microbial communities from the Columbia River estuary																		
aquatic_evaluation	MGYS00003640	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003640#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003640#overview	1	0	0	no								Studies estuarine microbial communities from the Columbia River estuary																		
aquatic_evaluation	MGYS00003641	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003641#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003641#overview	1	0	0	no								Studies estuarine microbial communities from the Columbia River estuary																		
aquatic_evaluation	MGYS00003642	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003642#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003642#overview	1	0	0	no								Studies estuarine microbial communities from the Columbia River estuary																		
aquatic_evaluation	MGYS00003654	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003654#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003654#overview	1	0	0	no								Metagenomics assembly of the Chandeleur Islands																		
aquatic_evaluation	MGYS00003655	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003655#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003655#overview	1	0	0	no								Metagenomics assembly of the Baltic marine sediment metagenome																		
aquatic_evaluation	MGYS00003656	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003656#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003656#overview	1	0	0	no								Metagenomics assembly of the Thermophilic AOM enrichment																		
aquatic_evaluation	MGYS00003687	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003687#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003687#overview	0	0	0	no								Characterize biodiversity and functional patterns of microbial assemblages in sediment profiles of postglacial ponds that have experienced different histories of human land-use change. No apparent link to CC.																		
aquatic_evaluation	MGYS00003699	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003699#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003699#overview	0	0	0	no								"Uses barcode pyrosequencing to quantify the effects of local geochemical properties and geographic distance for bacterial community structure and membership, using sediment samples from 15 lakes on the Tibetan Plateau"																		
aquatic_evaluation	MGYS00003718	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003718#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003718#overview	0	0	0	no								Investigates ancient DNA taken from core																		
aquatic_evaluation	MGYS00003721	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003721#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003721#overview	0	0	0	no								Investigates a super-intensive shrimp culture using photoautotrophic biofilm as complementary aquafeed																		
aquatic_evaluation	MGYS00003725	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003725#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003725#overview	0	0	0	no								"Presents a comprehensive analysis of the biogeographic patters of Arctic microbiome diversity and distribution along two oceanographic transects in the Marginal Ice Zone around Svalbard, within strong environmental gradients (Ripfjorden, Kongsfjorden). Even though CC is explicitly mentioned, there is no apparent link to it."																		
aquatic_evaluation	MGYS00003726	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003726#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003726#overview	0	0	0	no								"Illumina 4000 sequencing of MV1012-46.9-JPC2 sediment core
"																		
aquatic_evaluation	MGYS00003750	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003750#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003750#overview	0	0	0	no								Characterizes changes in the diversity and metabolic activity of the heterotrophic bacterial community over an annual cycle in the Western English Channel.																		
aquatic_evaluation	MGYS00003773	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003773#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003773#overview	0	0	0	no								"Investigates the impact of elevated CO2 from volcanic vents on the phytoplankton in local seawater populations. Even though elevates CO2 levels are mentiones, this is not CC-caused (vents)"																		
aquatic_evaluation	MGYS00003783	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003783#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003783#overview	0	0	0	no								Describes the vertical distribution of the eukaryotic community residing in the photic zone of the east lobe (ELB) and west lobe (WLB) of the chemically stratified Lake Bonney.																		
aquatic_evaluation	MGYS00003806	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003806#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003806#overview	0	0	0	no								Presents the metabolic functionality of two cosmopolitan groups of uncultured Archaea. No apparent link to CC.																		
aquatic_evaluation	MGYS00003809	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003809#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003809#overview	0	0	0	yes	1. CC-caused				ocean acidification			Investigates into the effects of ocean acidification on microbial community structure and diversity in bioturbated coastal marine sediments. 																		
aquatic_evaluation	MGYS00003810	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003810#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003810#overview	0	0	0	no								Yields insight into the biogeography of serpentinite-hosted microbial communities																		
aquatic_evaluation	MGYS00003814	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003814#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003814#overview	0	0	0	no								"Investigates prokaryote populations of extant microbialites along a depth gradient in Pavilion Lake, British Columbia, Canada"																		
aquatic_evaluation	MGYS00003852	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003852#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003852#overview	0	0	0	no								"Studies microbial communities through a Freshwater/saltwater Transition Zone in Cenotes, Yucatan, Mexico"																		
aquatic_evaluation	MGYS00003855	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003855#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003855#overview	0	0	0	no								Studies anaerobic ammonium-oxidizing bacteria in marine environments																		
aquatic_evaluation	MGYS00003863	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003863#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003863#overview	0	0	0	no								Characterizes the microbial community and the functional diversity from pristine and contaminated aquatic environments from Rio de Janeiro coastline.																		
aquatic_evaluation	MGYS00003864	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003864#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003864#overview	0	0	0	no								"Studies microbial diversity analysis at different depths and stations in great lakes of the US (Michigan, Superior)
"																		
aquatic_evaluation	MGYS00003866	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003866#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003866#overview	0	0	0	no								Performs a comprehensive characterization of the structure and function of microbial communities from sediments of four hydrocarbon-polluted cold regions																		
aquatic_evaluation	MGYS00003867	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003867#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003867#overview	0	0	0	yes	1. CC-caused				ocean acidification	elevated CO2 levels		An ocean acidification experiment in Bergen																		
aquatic_evaluation	MGYS00003869	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003869#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003869#overview	0	0	0	no								Investigates ecological dynamics of microbial communities between a human gut sample and a freshwater sample.																		
aquatic_evaluation	MGYS00003914	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003914#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003914#overview	0	0	0	no								"Mission Bay Sediment Viromes
"																		
aquatic_evaluation	MGYS00003941	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003941#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003941#overview	0	0	0	yes	1. CC-caused							"Assesses the impacts of land-use, climate change and contaminants on lake health."																		
aquatic_evaluation	MGYS00003946	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003946#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003946#overview	0	0	0	no								Investigates communities in Seyler North Atlantic water column																		
aquatic_evaluation	MGYS00003961	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003961#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003961#overview	0	0	0	no								Long-term seasonal development in selected lakes of Northeast Germany																		
aquatic_evaluation	MGYS00003984	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003984#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003984#overview	0	0	0	no								"Investigates 1) how the phylogenetic diversity of the deep biosphere in this intracontinental sea differs from that of deep-ocean communities, and 2) are microorganisms that presently live in the deep sediments remnants of limnic and marine populations, or does the modern sedimentary environment select for thecommunity. "																		
aquatic_evaluation	MGYS00003985	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003985#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003985#overview	0	0	0	yes	1. CC-caused				shifts in ecosystems and species distributions	temperature rise		Identifies new phytoplankton taxa which are more robust to higher temperature.																		
aquatic_evaluation	MGYS00003988	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003988#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003988#overview	0	0	0	no								"Examines the influence of global change on the structural and functional diversity of microbial communities in Arctic sediments. Even though the description refers very vaguely to ""global changes"" a link to CC can not be drawn from reading the study abstract."																		
aquatic_evaluation	MGYS00003989	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003989#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003989#overview	0	0	0	yes	1. CC-caused				temperature rise			"Studies marine bacterial, archaeal and eukaryotic diversity and community structure on the continental shelf of the Western Antarctic Peninsula. Provides a baseline against which future change in microbial communities may be assessed."																		
aquatic_evaluation	MGYS00003990	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003990#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003990#overview	0	0	0	no								Investigates to what degree the composition of subseafloor microbial communities is linked to paleoenvironmental conditions at time of deposition. 																		
aquatic_evaluation	MGYS00003993	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003993#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003993#overview	0	0	0	no								"Archaea 16S 01-13 Genome sequencing and assembly
"																		
aquatic_evaluation	MGYS00003994	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003994#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003994#overview	0	0	0	no								Studies sediment microorganisms using the nirK gene																		
aquatic_evaluation	MGYS00003996	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003996#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003996#overview	0	0	0	no								Using environmental samples to study the microbial community structure in bohai sediment.																		
aquatic_evaluation	MGYS00003997	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003997#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003997#overview	0	0	0	no								Studies sediment archaeal organisms.																		
aquatic_evaluation	MGYS00003998	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003998#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003998#overview	0	0	0	no								Studies Thaumarchaeota communities																		
aquatic_evaluation	MGYS00003999	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003999#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00003999#overview	0	0	0	no								Compares the taxonomic composition and seasonal dynamics of the bacterial community determined by two distinct 16s amplicon sequencing protocols																		
aquatic_evaluation	MGYS00004002	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004002#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004002#overview	0	0	0	no								Investigates prokaryote diversity in the sub-seafloor biosphere																		
aquatic_evaluation	MGYS00004004	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004004#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004004#overview	0	0	0	no								Investigates diversity and population structure of Marine Group A in the oxygen minimum zone of the Northeast subarctic Pacific Ocean																		
aquatic_evaluation	MGYS00004006	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004006#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004006#overview	0	0	0	no								Explores the distributions of Cyanobacteria and co-variance along a physico-chemical gradient from coastal to open ocean waters in the Northeastern Pacific Ocean																		
aquatic_evaluation	MGYS00004010	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004010#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004010#overview	0	0	0	no								Assesses diversity of the eukaryotic protist community in the Arctic and Atlantic																		
aquatic_evaluation	MGYS00004011	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004011#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004011#overview	0	0	0	yes	2. CC-causing				methane production			Studies consortia of anaerobic methanotrophic archaea (ANME) and sulfate-reducing bacteria (SRB) regulating methane emission from marine sediments into the hydrosphere.																		
aquatic_evaluation	MGYS00004012	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004012#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004012#overview	0	0	0	no								Identifies new taxa of Rhodobacteraceae																		
aquatic_evaluation	MGYS00004013	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004013#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004013#overview	0	0	0	yes	1. CC-caused				desertification			"Investigates how atmospheric particles (as a result of desertification and other factors) can favor the growth of certain bacterioplankton groups of the ocean over others, as these changes will affect the ratio between primary and heterotrophic production, and consequently the concentration of atmospheric carbon that can be fixed (or released) in the surface layer of the ocean. "																		
aquatic_evaluation	MGYS00004014	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004014#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004014#overview	0	0	0	no								Analyzes and evaluate the diversity of plankton																		
aquatic_evaluation	MGYS00004015	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004015#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004015#overview	0	0	0	no								16S rDNA sequencing of Bacteria and Archaea in the NW Mediterranean sea (transect from coast to open ocean and vertical profiles)																		
aquatic_evaluation	MGYS00004016	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004016#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004016#overview	0	0	0	no								Identifies the biodiversity differences in hypersaline brines																		
aquatic_evaluation	MGYS00004018	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004018#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004018#overview	0	0	0	no								Investigates the composition and diversity of the eukaryotes of both 0.2-3 μm and >3 μm size fractions from the surface to the hadal zone (8727 m) of the Mariana Trench																		
aquatic_evaluation	MGYS00004019	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004019#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004019#overview	0	0	0	no								Studies surface marine sediment samples from the Bothnian Bay (Baltic Sea) and Skagerrak (North Sea)																		
aquatic_evaluation	MGYS00004022	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004022#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004022#overview	0	0	0	no								"Studies subsurface microbial populations in a low sulfide, high iron hydrothermal environment, and determines the extent of interaction between microbial communities in the subsurface diffuse fluids and seafloor microbial mats."																		
aquatic_evaluation	MGYS00004023	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004023#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004023#overview	0	0	0	no								Investigates the succession of phytoplankton-associated bacteria in correlation with phytoplankton bloom																		
aquatic_evaluation	MGYS00004024	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004024#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004024#overview	0	0	0	no								Studies diversity and community structure of marine microbes around the Benham Rise underwater plateau																		
aquatic_evaluation	MGYS00004025	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004025#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004025#overview	0	0	0	no								Assesses the bacterial community structure of surficial sediments																		
aquatic_evaluation	MGYS00004029	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004029#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004029#overview	0	0	0	no								Analyzes the bacterial community structure of four abyssal sediments and one shallow reference site in the Atlantic sector of the Southern Ocean.																		
aquatic_evaluation	MGYS00004031	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004031#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004031#overview	0	0	0	no								"Seasonal monitoring, 454-sequencing 18S rDNA V4 region
"																		
aquatic_evaluation	MGYS00004032	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004032#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004032#overview	0	0	0	no								"Investigates molecular diversity of microbial eukaryotes in sea water from Greatwall cove and Ardley cove, Fildes Peninsula"																		
aquatic_evaluation	MGYS00004035	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004035#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004035#overview	0	0	0	no								Elucidates spatial distribution of microorganisms in deep sea surface sediments and to reduce the general information deficiency regarding microbial community composition in sediments of the eastern Mediterranean Sea																		
aquatic_evaluation	MGYS00004036	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004036#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004036#overview	0	0	0	no								"Investigation of alginate degradation by marine bacterial communities from macroalgae-rich habitats in Southern California.
"																		
aquatic_evaluation	MGYS00004037	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004037#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004037#overview	0	0	0	no								Reports the growth of microbial mats on wood incubated under conditions that simulate the Mediterranean deep-sea temperature and darkness. 																		
aquatic_evaluation	MGYS00004038	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004038#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004038#overview	0	0	0	no								Studies uncultured microbial consortia in industrialized sites on Egypt''s Red Sea coast 																		
aquatic_evaluation	MGYS00004040	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004040#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004040#overview	0	0	0	yes	1. CC-caused							"Studies the response of microbial assemblage to specific seafloor events such as contourite depositions, changes in bottom current energy, shifts in organic matter deposition rates, and geochemical changes that are representative of seafloor processes during rapid climate change."																		
aquatic_evaluation	MGYS00004042	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004042#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004042#overview	0	0	0	no								Studies marine microbial diversity																		
aquatic_evaluation	MGYS00004043	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004043#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004043#overview	0	0	0	no								Studies prokaryotic community associated with reef-building coral (Agaricia undata) over a depth gradient (38-80 m)																		
aquatic_evaluation	MGYS00004044	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004044#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004044#overview	0	0	0	no								Investigates locality and diel cycling of viral production in a coastal region in Japan																		
aquatic_evaluation	MGYS00004045	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004045#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004045#overview	0	0	0	no								"Studies Holocene plankton, littoral fauna, and terrestrial vegetation in the Black Sea."																		
aquatic_evaluation	MGYS00004046	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004046#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004046#overview	0	0	0	no								"Investigates the community structure and biogeography of prokaryotes, especially actinobacteria, in the deep Southwest Indian Ocean (SWIR)"																		
aquatic_evaluation	MGYS00004047	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004047#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004047#overview	0	0	0	no								Shotgun metagenomes sampled from a mesoscale water eddy during strong upwelling conditions in Eastern tropical South Pacific waters off the Peruvian coast																		
aquatic_evaluation	MGYS00004051	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004051#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004051#overview	0	0	0	no								Investigates temporal dynamics of eukaryotic microbial diversity at a coastal Pacific site																		
aquatic_evaluation	MGYS00004052	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004052#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004052#overview	0	0	0	no								Unravels diversity patterns of uncultured Haptophytes in Naples Bay																		
aquatic_evaluation	MGYS00004053	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004053#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004053#overview	0	0	0	no								Studies picoeukaryotes in a extreme oligotrophic marginal sea (South Adriatic Sea) during winter mixed conditions																		
aquatic_evaluation	MGYS00004055	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004055#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004055#overview	0	0	0	no								"Investigates patterns of protistan diversity from two geographically separated marine anoxic basins (Cariaco Basin, Venezuela, Framvaren Fjord, Norway)."																		
aquatic_evaluation	MGYS00004057	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004057#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004057#overview	0	0	0	yes	1. CC-caused							A state of the art marine experimental life support system framework was developed to perform microcosms experiments of climate change and anthropogenic pollutants effects on marine microbial communities. 																		
aquatic_evaluation	MGYS00004059	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004059#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004059#overview	0	0	0	no								Studies the genetic diversity of protists in the central Arctic Ocean in late summer 2011.																		
aquatic_evaluation	MGYS00004061	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004061#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004061#overview	0	0	0	no								Assesses the bacterial diversity across nine different cold seeps in the Eastern Mediterranean deep-sea and surrounding seafloor areas.																		
aquatic_evaluation	MGYS00004064	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004064#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004064#overview	0	0	0	no								Investigates surfactant-associated bacteria in the near-surface layer of the ocean																		
aquatic_evaluation	MGYS00004065	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004065#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004065#overview	0	0	0	no								Farm and control large fraction protists samples																		
aquatic_evaluation	MGYS00004067	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004067#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004067#overview	0	0	0	no								Studies Bacteria in marine sediments																		
aquatic_evaluation	MGYS00004069	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004069#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004069#overview	0	0	0	no								Studies water microbial diversity in the Zhoushan Archipelago Sea Area																		
aquatic_evaluation	MGYS00004070	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004070#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004070#overview	0	0	0	no								Characterizes the structure and function of microbial communities in surface sediment from the East China Sea.																		
aquatic_evaluation	MGYS00004071	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004071#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004071#overview	0	0	0	no								Studies depth-related microbial communities and their potential functions in the sediment ecosystem of the East China Sea.																		
aquatic_evaluation	MGYS00004073	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004073#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004073#overview	0	0	0	no								Investigates bacterial diversity and community structure in seawater of the of Zhoushan archipelago.																		
aquatic_evaluation	MGYS00004074	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004074#overview	https://www.ebi.ac.uk/metagenomics/studies/MGYS00004074#overview	0	0	0	no								Analysis of microbial diversity and spatial distribution patterns of microbial community structure in seawater samples																		
